Disease_pair,Disease_A,Disease_B,RR,Comorbidity_RR=0,Comorbidity_RR=1
hypotrichosis & retinitis_pigmentosa,hypotrichosis,retinitis_pigmentosa,0,0,0
hypotrichosis & spastic_paraplegia_hereditary,hypotrichosis,spastic_paraplegia_hereditary,0,0,0
hypotrichosis & spinocerebellar_degenerations,hypotrichosis,spinocerebellar_degenerations,0,0,0
hypotrichosis & spondylitis_ankylosing,hypotrichosis,spondylitis_ankylosing,0,0,0
hypotrichosis & stomatognathic_diseases,hypotrichosis,stomatognathic_diseases,0,0,0
hypotrichosis & uveal_diseases,hypotrichosis,uveal_diseases,0,0,0
hypotrichosis & vascular_diseases,hypotrichosis,vascular_diseases,0,0,0
immune_system_diseases & metabolic_syndrome_x,immune_system_diseases,metabolic_syndrome_x,0,0,0
immunologic_deficiency_syndromes & intestinal_neoplasms,immunologic_deficiency_syndromes,intestinal_neoplasms,0,0,0
immunologic_deficiency_syndromes & lysosomal_storage_diseases,immunologic_deficiency_syndromes,lysosomal_storage_diseases,0,0,0
immunologic_deficiency_syndromes & metabolic_syndrome_x,immunologic_deficiency_syndromes,metabolic_syndrome_x,0,0,0
immunologic_deficiency_syndromes & muscular_dystrophies,immunologic_deficiency_syndromes,muscular_dystrophies,0,0,0
immunologic_deficiency_syndromes & ovarian_diseases,immunologic_deficiency_syndromes,ovarian_diseases,0,0,0
immunologic_deficiency_syndromes & peripheral_nervous_system_diseases,immunologic_deficiency_syndromes,peripheral_nervous_system_diseases,0,0,0
immunologic_deficiency_syndromes & purine_pyrimidine_metabolism_inborn_errors,immunologic_deficiency_syndromes,purine_pyrimidine_metabolism_inborn_errors,0,0,0
immunologic_deficiency_syndromes & respiratory_tract_diseases,immunologic_deficiency_syndromes,respiratory_tract_diseases,0,0,0
immunologic_deficiency_syndromes & retinitis_pigmentosa,immunologic_deficiency_syndromes,retinitis_pigmentosa,0,0,0
immunologic_deficiency_syndromes & spastic_paraplegia_hereditary,immunologic_deficiency_syndromes,spastic_paraplegia_hereditary,0,0,0
immunologic_deficiency_syndromes & spinocerebellar_degenerations,immunologic_deficiency_syndromes,spinocerebellar_degenerations,0,0,0
immunologic_deficiency_syndromes & stomatognathic_diseases,immunologic_deficiency_syndromes,stomatognathic_diseases,0,0,0
immunologic_deficiency_syndromes & uveal_diseases,immunologic_deficiency_syndromes,uveal_diseases,0,0,0
intellectual_disability & intestinal_neoplasms,intellectual_disability,intestinal_neoplasms,0,0,0
intellectual_disability & leprosy,intellectual_disability,leprosy,0,0,0
intellectual_disability & lipidoses,intellectual_disability,lipidoses,0,0,0
intellectual_disability & metabolic_syndrome_x,intellectual_disability,metabolic_syndrome_x,0,0,0
intellectual_disability & muscular_diseases,intellectual_disability,muscular_diseases,0,0,0
intellectual_disability & mycobacterium_infections,intellectual_disability,mycobacterium_infections,0,0,0
intellectual_disability & neuroendocrine_tumors,intellectual_disability,neuroendocrine_tumors,0,0,0
intellectual_disability & precursor_cell_lymphoblastic_leukemia_lymphoma,intellectual_disability,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
intellectual_disability & sleep_disorders,intellectual_disability,sleep_disorders,0,0,0
intellectual_disability & stomatognathic_diseases,intellectual_disability,stomatognathic_diseases,0,0,0
intellectual_disability & uveal_diseases,intellectual_disability,uveal_diseases,0,0,0
intestinal_neoplasms & leprosy,intestinal_neoplasms,leprosy,0,0,0
intestinal_neoplasms & lipidoses,intestinal_neoplasms,lipidoses,0,0,0
intestinal_neoplasms & lysosomal_storage_diseases,intestinal_neoplasms,lysosomal_storage_diseases,0,0,0
intestinal_neoplasms & malformations_of_cortical_development,intestinal_neoplasms,malformations_of_cortical_development,0,0,0
intestinal_neoplasms & metabolic_syndrome_x,intestinal_neoplasms,metabolic_syndrome_x,0,0,0
intestinal_neoplasms & precursor_cell_lymphoblastic_leukemia_lymphoma,intestinal_neoplasms,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
intestinal_neoplasms & purine_pyrimidine_metabolism_inborn_errors,intestinal_neoplasms,purine_pyrimidine_metabolism_inborn_errors,0,0,0
intestinal_neoplasms & retinitis_pigmentosa,intestinal_neoplasms,retinitis_pigmentosa,0,0,0
intestinal_neoplasms & sleep_disorders,intestinal_neoplasms,sleep_disorders,0,0,0
intestinal_neoplasms & spinocerebellar_degenerations,intestinal_neoplasms,spinocerebellar_degenerations,0,0,0
intestinal_neoplasms & uveal_diseases,intestinal_neoplasms,uveal_diseases,0,0,0
joint_diseases & metabolic_syndrome_x,joint_diseases,metabolic_syndrome_x,0,0,0
joint_diseases & neuroendocrine_tumors,joint_diseases,neuroendocrine_tumors,0,0,0
leprosy & lipidoses,leprosy,lipidoses,0,0,0
leprosy & lysosomal_storage_diseases,leprosy,lysosomal_storage_diseases,0,0,0
leprosy & metabolic_syndrome_x,leprosy,metabolic_syndrome_x,0,0,0
leprosy & motor_neuron_disease,leprosy,motor_neuron_disease,0,0,0
leprosy & muscular_dystrophies,leprosy,muscular_dystrophies,0,0,0
leprosy & neuroendocrine_tumors,leprosy,neuroendocrine_tumors,0,0,0
leprosy & ovarian_diseases,leprosy,ovarian_diseases,0,0,0
leprosy & peripheral_nervous_system_diseases,leprosy,peripheral_nervous_system_diseases,0,0,0
leprosy & polyneuropathies,leprosy,polyneuropathies,0,0,0
leprosy & precursor_cell_lymphoblastic_leukemia_lymphoma,leprosy,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
leprosy & purine_pyrimidine_metabolism_inborn_errors,leprosy,purine_pyrimidine_metabolism_inborn_errors,0,0,0
leprosy & retinitis_pigmentosa,leprosy,retinitis_pigmentosa,0,0,0
leprosy & spastic_paraplegia_hereditary,leprosy,spastic_paraplegia_hereditary,0,0,0
leprosy & spinocerebellar_degenerations,leprosy,spinocerebellar_degenerations,0,0,0
leukemia & lysosomal_storage_diseases,leukemia,lysosomal_storage_diseases,0,0,0
leukemia & malformations_of_cortical_development,leukemia,malformations_of_cortical_development,0,0,0
leukemia & metabolic_syndrome_x,leukemia,metabolic_syndrome_x,0,0,0
leukemia & muscular_dystrophies,leukemia,muscular_dystrophies,0,0,0
leukemia & polyneuropathies,leukemia,polyneuropathies,0,0,0
leukemia & purine_pyrimidine_metabolism_inborn_errors,leukemia,purine_pyrimidine_metabolism_inborn_errors,0,0,0
leukemia & retinitis_pigmentosa,leukemia,retinitis_pigmentosa,0,0,0
leukemia & sleep_disorders,leukemia,sleep_disorders,0,0,0
leukemia & spastic_paraplegia_hereditary,leukemia,spastic_paraplegia_hereditary,0,0,0
leukemia & spinocerebellar_degenerations,leukemia,spinocerebellar_degenerations,0,0,0
leukemia & uveal_diseases,leukemia,uveal_diseases,0,0,0
leukemia_b_cell & malformations_of_cortical_development,leukemia_b_cell,malformations_of_cortical_development,0,0,0
leukemia_b_cell & metabolic_syndrome_x,leukemia_b_cell,metabolic_syndrome_x,0,0,0
leukemia_b_cell & peripheral_nervous_system_diseases,leukemia_b_cell,peripheral_nervous_system_diseases,0,0,0
leukemia_b_cell & purine_pyrimidine_metabolism_inborn_errors,leukemia_b_cell,purine_pyrimidine_metabolism_inborn_errors,0,0,0
leukemia_b_cell & spinocerebellar_degenerations,leukemia_b_cell,spinocerebellar_degenerations,0,0,0
leukemia_lymphocytic_chronic_b_cell & metabolic_syndrome_x,leukemia_lymphocytic_chronic_b_cell,metabolic_syndrome_x,0,0,0
leukemia_lymphocytic_chronic_b_cell & peripheral_nervous_system_diseases,leukemia_lymphocytic_chronic_b_cell,peripheral_nervous_system_diseases,0,0,0
leukemia_lymphocytic_chronic_b_cell & purine_pyrimidine_metabolism_inborn_errors,leukemia_lymphocytic_chronic_b_cell,purine_pyrimidine_metabolism_inborn_errors,0,0,0
leukemia_myeloid_acute & lysosomal_storage_diseases,leukemia_myeloid_acute,lysosomal_storage_diseases,0,0,0
leukemia_myeloid_acute & metabolic_syndrome_x,leukemia_myeloid_acute,metabolic_syndrome_x,0,0,0
leukemia_myeloid_acute & neuroendocrine_tumors,leukemia_myeloid_acute,neuroendocrine_tumors,0,0,0
leukemia_myeloid_acute & purine_pyrimidine_metabolism_inborn_errors,leukemia_myeloid_acute,purine_pyrimidine_metabolism_inborn_errors,0,0,0
leukemia_myeloid_acute & sleep_disorders,leukemia_myeloid_acute,sleep_disorders,0,0,0
leukemia_myeloid_acute & spinocerebellar_degenerations,leukemia_myeloid_acute,spinocerebellar_degenerations,0,0,0
leukemia_myeloid_acute & uveal_diseases,leukemia_myeloid_acute,uveal_diseases,0,0,0
lipid_metabolism_disorders & neuroendocrine_tumors,lipid_metabolism_disorders,neuroendocrine_tumors,0,0,0
lipidoses & malformations_of_cortical_development,lipidoses,malformations_of_cortical_development,0,0,0
lipidoses & metabolic_syndrome_x,lipidoses,metabolic_syndrome_x,0,0,0
lipidoses & motor_neuron_disease,lipidoses,motor_neuron_disease,0,0,0
lipidoses & muscular_diseases,lipidoses,muscular_diseases,0,0,0
lipidoses & muscular_dystrophies,lipidoses,muscular_dystrophies,0,0,0
lipidoses & mycobacterium_infections,lipidoses,mycobacterium_infections,0,0,0
lipidoses & neoplasms,lipidoses,neoplasms,0,0,0
lipidoses & neuroendocrine_tumors,lipidoses,neuroendocrine_tumors,0,0,0
lipidoses & ovarian_diseases,lipidoses,ovarian_diseases,0,0,0
lipidoses & precursor_cell_lymphoblastic_leukemia_lymphoma,lipidoses,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
lipidoses & purine_pyrimidine_metabolism_inborn_errors,lipidoses,purine_pyrimidine_metabolism_inborn_errors,0,0,0
lipidoses & sleep_disorders,lipidoses,sleep_disorders,0,0,0
lipidoses & spinocerebellar_ataxias,lipidoses,spinocerebellar_ataxias,0,0,0
lipidoses & spinocerebellar_degenerations,lipidoses,spinocerebellar_degenerations,0,0,0
lipidoses & stomatognathic_diseases,lipidoses,stomatognathic_diseases,0,0,0
lipidoses & uveal_diseases,lipidoses,uveal_diseases,0,0,0
liver_cirrhosis & malformations_of_cortical_development,liver_cirrhosis,malformations_of_cortical_development,0,0,0
liver_cirrhosis & metabolic_syndrome_x,liver_cirrhosis,metabolic_syndrome_x,0,0,0
liver_cirrhosis & neuroendocrine_tumors,liver_cirrhosis,neuroendocrine_tumors,0,0,0
liver_cirrhosis_biliary & malformations_of_cortical_development,liver_cirrhosis_biliary,malformations_of_cortical_development,0,0,0
liver_cirrhosis_biliary & metabolic_syndrome_x,liver_cirrhosis_biliary,metabolic_syndrome_x,0,0,0
liver_cirrhosis_biliary & neuroendocrine_tumors,liver_cirrhosis_biliary,neuroendocrine_tumors,0,0,0
lung_diseases_obstructive & metabolic_syndrome_x,lung_diseases_obstructive,metabolic_syndrome_x,0,0,0
lung_diseases_obstructive & neuroendocrine_tumors,lung_diseases_obstructive,neuroendocrine_tumors,0,0,0
lung_diseases_obstructive & purine_pyrimidine_metabolism_inborn_errors,lung_diseases_obstructive,purine_pyrimidine_metabolism_inborn_errors,0,0,0
lung_diseases_obstructive & spinocerebellar_degenerations,lung_diseases_obstructive,spinocerebellar_degenerations,0,0,0
lung_diseases_obstructive & uveal_diseases,lung_diseases_obstructive,uveal_diseases,0,0,0
lupus_erythematosus_systemic & lysosomal_storage_diseases,lupus_erythematosus_systemic,lysosomal_storage_diseases,0,0,0
lupus_erythematosus_systemic & metabolic_syndrome_x,lupus_erythematosus_systemic,metabolic_syndrome_x,0,0,0
lupus_erythematosus_systemic & neuroendocrine_tumors,lupus_erythematosus_systemic,neuroendocrine_tumors,0,0,0
lupus_erythematosus_systemic & purine_pyrimidine_metabolism_inborn_errors,lupus_erythematosus_systemic,purine_pyrimidine_metabolism_inborn_errors,0,0,0
lupus_erythematosus_systemic & spastic_paraplegia_hereditary,lupus_erythematosus_systemic,spastic_paraplegia_hereditary,0,0,0
lymphatic_diseases & metabolic_syndrome_x,lymphatic_diseases,metabolic_syndrome_x,0,0,0
lymphatic_diseases & muscular_dystrophies,lymphatic_diseases,muscular_dystrophies,0,0,0
lymphatic_diseases & ovarian_diseases,lymphatic_diseases,ovarian_diseases,0,0,0
lymphatic_diseases & peripheral_nervous_system_diseases,lymphatic_diseases,peripheral_nervous_system_diseases,0,0,0
lymphatic_diseases & polyneuropathies,lymphatic_diseases,polyneuropathies,0,0,0
lymphatic_diseases & spastic_paraplegia_hereditary,lymphatic_diseases,spastic_paraplegia_hereditary,0,0,0
lymphatic_diseases & spinal_cord_diseases,lymphatic_diseases,spinal_cord_diseases,0,0,0
lymphatic_diseases & spinocerebellar_degenerations,lymphatic_diseases,spinocerebellar_degenerations,0,0,0
lymphoma & metabolic_syndrome_x,lymphoma,metabolic_syndrome_x,0,0,0
lymphoma & purine_pyrimidine_metabolism_inborn_errors,lymphoma,purine_pyrimidine_metabolism_inborn_errors,0,0,0
lymphoma & spinocerebellar_degenerations,lymphoma,spinocerebellar_degenerations,0,0,0
lysosomal_storage_diseases & macular_degeneration,lysosomal_storage_diseases,macular_degeneration,0,0,0
lysosomal_storage_diseases & malformations_of_cortical_development,lysosomal_storage_diseases,malformations_of_cortical_development,0,0,0
lysosomal_storage_diseases & metabolic_syndrome_x,lysosomal_storage_diseases,metabolic_syndrome_x,0,0,0
lysosomal_storage_diseases & motor_neuron_disease,lysosomal_storage_diseases,motor_neuron_disease,0,0,0
lysosomal_storage_diseases & multiple_sclerosis,lysosomal_storage_diseases,multiple_sclerosis,0,0,0
lysosomal_storage_diseases & mycobacterium_infections,lysosomal_storage_diseases,mycobacterium_infections,0,0,0
lysosomal_storage_diseases & myeloproliferative_disorders,lysosomal_storage_diseases,myeloproliferative_disorders,0,0,0
lysosomal_storage_diseases & neoplasms,lysosomal_storage_diseases,neoplasms,0,0,0
lysosomal_storage_diseases & neoplasms_connective_and_soft_tissue,lysosomal_storage_diseases,neoplasms_connective_and_soft_tissue,0,0,0
lysosomal_storage_diseases & neuroendocrine_tumors,lysosomal_storage_diseases,neuroendocrine_tumors,0,0,0
lysosomal_storage_diseases & ovarian_diseases,lysosomal_storage_diseases,ovarian_diseases,0,0,0
lysosomal_storage_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,lysosomal_storage_diseases,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
lysosomal_storage_diseases & proteinuria,lysosomal_storage_diseases,proteinuria,0,0,0
lysosomal_storage_diseases & psoriasis,lysosomal_storage_diseases,psoriasis,0,0,0
lysosomal_storage_diseases & purine_pyrimidine_metabolism_inborn_errors,lysosomal_storage_diseases,purine_pyrimidine_metabolism_inborn_errors,0,0,0
lysosomal_storage_diseases & respiratory_tract_diseases,lysosomal_storage_diseases,respiratory_tract_diseases,0,0,0
lysosomal_storage_diseases & retinitis_pigmentosa,lysosomal_storage_diseases,retinitis_pigmentosa,0,0,0
lysosomal_storage_diseases & rheumatic_diseases,lysosomal_storage_diseases,rheumatic_diseases,0,0,0
lysosomal_storage_diseases & sleep_disorders,lysosomal_storage_diseases,sleep_disorders,0,0,0
lysosomal_storage_diseases & spinal_cord_diseases,lysosomal_storage_diseases,spinal_cord_diseases,0,0,0
lysosomal_storage_diseases & spinocerebellar_ataxias,lysosomal_storage_diseases,spinocerebellar_ataxias,0,0,0
lysosomal_storage_diseases & spinocerebellar_degenerations,lysosomal_storage_diseases,spinocerebellar_degenerations,0,0,0
lysosomal_storage_diseases & spondylitis_ankylosing,lysosomal_storage_diseases,spondylitis_ankylosing,0,0,0
lysosomal_storage_diseases & stomatognathic_diseases,lysosomal_storage_diseases,stomatognathic_diseases,0,0,0
lysosomal_storage_diseases & uveal_diseases,lysosomal_storage_diseases,uveal_diseases,0,0,0
lysosomal_storage_diseases & uveitis,lysosomal_storage_diseases,uveitis,0,0,0
lysosomal_storage_diseases & vasculitis,lysosomal_storage_diseases,vasculitis,0,0,0
macular_degeneration & malformations_of_cortical_development,macular_degeneration,malformations_of_cortical_development,0,0,0
macular_degeneration & purine_pyrimidine_metabolism_inborn_errors,macular_degeneration,purine_pyrimidine_metabolism_inborn_errors,0,0,0
malabsorption_syndromes & malformations_of_cortical_development,malabsorption_syndromes,malformations_of_cortical_development,0,0,0
malabsorption_syndromes & metabolic_syndrome_x,malabsorption_syndromes,metabolic_syndrome_x,0,0,0
malabsorption_syndromes & neuroendocrine_tumors,malabsorption_syndromes,neuroendocrine_tumors,0,0,0
malabsorption_syndromes & purine_pyrimidine_metabolism_inborn_errors,malabsorption_syndromes,purine_pyrimidine_metabolism_inborn_errors,0,0,0
malabsorption_syndromes & spastic_paraplegia_hereditary,malabsorption_syndromes,spastic_paraplegia_hereditary,0,0,0
malabsorption_syndromes & vascular_diseases,malabsorption_syndromes,vascular_diseases,0,0,0
malformations_of_cortical_development & metabolic_syndrome_x,malformations_of_cortical_development,metabolic_syndrome_x,0,0,0
malformations_of_cortical_development & movement_disorders,malformations_of_cortical_development,movement_disorders,0,0,0
malformations_of_cortical_development & mycobacterium_infections,malformations_of_cortical_development,mycobacterium_infections,0,0,0
malformations_of_cortical_development & neuroendocrine_tumors,malformations_of_cortical_development,neuroendocrine_tumors,0,0,0
malformations_of_cortical_development & ovarian_diseases,malformations_of_cortical_development,ovarian_diseases,0,0,0
malformations_of_cortical_development & peripheral_nervous_system_diseases,malformations_of_cortical_development,peripheral_nervous_system_diseases,0,0,0
malformations_of_cortical_development & polyneuropathies,malformations_of_cortical_development,polyneuropathies,0,0,0
malformations_of_cortical_development & precursor_cell_lymphoblastic_leukemia_lymphoma,malformations_of_cortical_development,precursor_cell_lymphoblastic_leukemia_lymphoma,0,0,0
malformations_of_cortical_development & respiratory_tract_diseases,malformations_of_cortical_development,respiratory_tract_diseases,0,0,0
malformations_of_cortical_development & retinitis_pigmentosa,malformations_of_cortical_development,retinitis_pigmentosa,0,0,0
malformations_of_cortical_development & sleep_disorders,malformations_of_cortical_development,sleep_disorders,0,0,0
malformations_of_cortical_development & spastic_paraplegia_hereditary,malformations_of_cortical_development,spastic_paraplegia_hereditary,0,0,0
malformations_of_cortical_development & spinal_cord_diseases,malformations_of_cortical_development,spinal_cord_diseases,0,0,0
malformations_of_cortical_development & spondylitis_ankylosing,malformations_of_cortical_development,spondylitis_ankylosing,0,0,0
